,primaryTitle,HoursViewed,Runtime,Views,startYear,genres
345,My Name Is Vendetta,12200000,1:32,8000000,2022,"Action,Crime,Drama"
352,Scarface,22300000,2:50,7900000,1983,"Crime,Drama"
349,Jurassic World: Fallen Kingdom,16900000,2:08,7900000,2018,"Action,Adventure,Sci-Fi"
354,The Valet,16200000,2:03,7900000,2022,"Comedy,Drama,Romance"
356,Wonka,15300000,1:56,7900000,2023,"Adventure,Comedy,Family"
350,Justice,15200000,1:55,7900000,2024,"Crime,Drama"
353,The Unforgivable,15000000,1:54,7900000,2021,"Crime,Drama,Mystery"
348,Colors of Evil: Red,14800000,1:52,7900000,2024,"Crime,Drama,Mystery"
351,Lou,14300000,1:49,7900000,2022,"Action,Adventure,Crime"
13,The Liver King,8900000,1:08,7900000,2025,"Biography,Crime,Documentary"
14,Glass Onion,18300000,2:21,7800000,2022,"Comedy,Crime,Drama"
360,Sumala,14600000,1:53,7800000,2024,"Horror,Thriller"
357,GTMax,13000000,1:40,7800000,2024,"Action,Crime,Drama"
358,Get Hard,13000000,1:40,7800000,2015,"Comedy,Crime,Drama"
361,Woman of the Hour,12400000,1:36,7800000,2023,"Crime,Drama,Mystery"
367,World War Z,15100000,1:57,7700000,2013,"Action,Adventure,Horror"
364,The Protege,14000000,1:49,7700000,2021,Drama
362,Central Intelligence,13800000,1:48,7700000,2016,"Action,Comedy,Crime"
363,The Lost Children,12400000,1:37,7700000,2024,Documentary
365,The Road to El Dorado,11600000,1:30,7700000,2000,"Adventure,Animation,Comedy"
366,The Wrong Missy,11500000,1:30,7700000,2020,"Comedy,Romance"
369,Lucky Baskhar,18700000,2:28,7600000,2024,"Crime,Drama,Thriller"
374,The Killer,15100000,2:00,7600000,2023,"Action,Adventure,Crime"
370,Men in Black: International,14500000,1:55,7600000,2019,"Action,Adventure,Comedy"
371,Project Power,14400000,1:53,7600000,2020,"Action,Crime,Sci-Fi"
373,The Great Wall,13000000,1:43,7600000,2016,"Action,Adventure,Fantasy"
376,Venom: Let There Be Carnage,12300000,1:37,7600000,2021,"Action,Sci-Fi,Thriller"
375,Turbo,12200000,1:36,7600000,2013,"Adventure,Animation,Comedy"
372,The Biggest Fan,11800000,1:33,7600000,2025,Comedy
368,Happy Gilmore,11700000,1:32,7600000,1996,"Comedy,Sport"
378,The Truman Show,12800000,1:43,7500000,1998,"Comedy,Drama"
377,Orion and the Dark,11700000,1:33,7500000,2024,"Adventure,Animation,Comedy"
382,Test,18100000,2:26,7400000,2025,"Drama,Sport"
379,Father Stu,15500000,2:05,7400000,2022,"Biography,Drama"
384,The Match,14400000,1:56,7400000,2025,"Biography,Drama,Sport"
385,Through My Window,14100000,1:54,7400000,2022,"Comedy,Drama,Romance"
383,The Abyss,12700000,1:43,7400000,2023,"Action,Drama,Thriller"
381,Super Crazy,11700000,1:35,7400000,2018,Comedy
380,Irish Wish,11600000,1:34,7400000,2024,"Comedy,Fantasy,Romance"
388,The Man from Toronto,13700000,1:52,7300000,2022,"Action,Adventure,Comedy"
386,Fatherhood,13500000,1:51,7300000,2021,"Comedy,Drama"
387,Miss Congeniality,13300000,1:50,7300000,2000,"Action,Comedy,Crime"
390,Army of Thieves,15600000,2:10,7200000,2021,"Action,Comedy,Crime"
393,The Ice Road,13000000,1:49,7200000,2021,"Action,Adventure,Thriller"
389,Anacondas: The Hunt for the Blood Orchid,11700000,1:37,7200000,2004,"Action,Adventure,Horror"
391,Find Me Falling,11300000,1:34,7200000,2024,"Comedy,Music,Romance"
394,The Weekend Away,10900000,1:31,7200000,2022,"Crime,Drama,Mystery"
392,Mercy,10200000,1:25,7200000,2023,"Action,Drama"
398,The Irishman,24800000,3:29,7100000,2019,"Biography,Crime,Drama"
399,The Lego Movie,11900000,1:41,7100000,2014,"Action,Adventure,Animation"
397,Ready or Not,11400000,1:37,7100000,2019,"Action,Comedy,Horror"
396,Mikaela,10700000,1:31,7100000,2025,"Action,Adventure,Thriller"
395,American Murder: The Family Next Door,10000000,1:24,7100000,2020,"Crime,Documentary"
401,The Dark Knight,17800000,2:32,7000000,2008,"Action,Crime,Drama"
400,Baywatch,13700000,1:57,7000000,2017,"Action,Comedy,Crime"
403,You Are So Not Invited to My Bat Mitzvah,12100000,1:44,7000000,2023,Comedy
402,The Hard Way,11000000,1:34,7000000,2019,Action
408,Retro,18800000,2:43,6900000,2025,"Action,Crime,Drama"
412,VidaaMuyarchi,17400000,2:32,6900000,2025,"Action,Crime,Drama"
407,Rebel Moon - Part One: A Child of Fire,15600000,2:16,6900000,2023,"Action,Adventure,Drama"
410,The Highwaymen,15100000,2:12,6900000,2019,"Biography,Crime,Drama"
405,"Hello, Love, Again",14100000,2:03,6900000,2024,"Drama,Romance"
406,Hustle,13600000,1:58,6900000,2022,"Comedy,Drama,Sport"
411,Troll,11900000,1:44,6900000,2022,"Action,Adventure,Drama"
409,Semi-Soeter,10700000,1:33,6900000,2025,Comedy
404,Harold and the Purple Crayon,10300000,1:30,6900000,2024,"Adventure,Animation,Comedy"
417,Inglourious Basterds,17300000,2:33,6800000,2009,"Adventure,Drama,War"
413,Army of the Dead,16700000,2:28,6800000,2021,"Action,Adventure,Crime"
415,Don't Look Up,16200000,2:23,6800000,2021,"Comedy,Drama,Sci-Fi"
419,Raid 2,15600000,2:17,6800000,2025,"Crime,Drama,Thriller"
420,Reptile,15500000,2:16,6800000,2023,"Crime,Drama,Mystery"
0,My Fault,13500000,2:00,6800000,2024,"Crime,Drama,Thriller"
414,Badland Hunters,12400000,1:49,6800000,2024,"Action,Adventure,Crime"
418,Nowhere,12300000,1:49,6800000,2023,"Drama,Thriller"
416,Emily the Criminal,11000000,1:37,6800000,2022,"Crime,Drama,Mystery"
421,Talk to Me,10700000,1:35,6800000,2022,"Horror,Thriller"
422,The SpongeBob SquarePants Movie,10100000,1:29,6800000,2004,"Adventure,Animation,Comedy"
425,Heart of Stone,14000000,2:05,6700000,2023,"Action,Crime,Thriller"
424,Escape from Alcatraz,12600000,1:52,6700000,1979,"Biography,Crime,Drama"
427,Venom,12500000,1:52,6700000,2018,"Action,Adventure,Sci-Fi"
426,Rambo: Last Blood,11200000,1:40,6700000,2019,"Action,Crime,Thriller"
423,Air Force Elite: Thunderbirds,10100000,1:31,6700000,2025,Documentary
432,Pitch Perfect,12400000,1:52,6600000,2012,"Comedy,Music,Romance"
430,Interceptor,10900000,1:39,6600000,2022,"Action,Adventure,Drama"
431,Next Friday,10800000,1:38,6600000,2000,Comedy
433,The Dark Tower,10500000,1:35,6600000,2017,"Action,Adventure,Drama"
15,Beast,10200000,1:33,6600000,2022,"Action,Adventure,Drama"
429,Trouble,9700000,1:28,6600000,2019,"Adventure,Animation,Comedy"
438,The Kissing Booth 2,14500000,2:13,6500000,2020,"Comedy,Romance"
440,Uprising,13900000,2:08,6500000,2024,"Action,Drama,History"
436,Outside the Wire,12600000,1:56,6500000,2021,"Action,Adventure,Fantasy"
435,Back to the Future,12500000,1:56,6500000,1985,"Adventure,Comedy,Sci-Fi"
437,Subservience,11400000,1:45,6500000,2024,"Sci-Fi,Thriller"
434,Alvin and the Chipmunks: The Road Chip,9900000,1:32,6500000,2015,"Adventure,Comedy,Family"
439,The Star,9400000,1:27,6500000,2017,"Adventure,Animation,Comedy"
447,Society of the Snow,15500000,2:26,6400000,2023,"Adventure,Biography,Drama"
449,The Harder They Fall,14800000,2:19,6400000,2021,"Action,Drama,Western"
443,Good Bad Ugly,14700000,2:18,6400000,2025,"Action,Crime,Drama"
445,Midway,14700000,2:18,6400000,2019,"Action,Drama,History"
442,Blood Red Sky,13200000,2:03,6400000,2021,"Action,Drama,Horror"
450,Ultraman: Rising,13000000,2:01,6400000,2024,"Action,Adventure,Animation"
446,Ocean's Eleven,12500000,1:57,6400000,2001,"Crime,Thriller"
444,Hit Man,12400000,1:56,6400000,2023,"Comedy,Crime,Romance"
448,The Age of Adaline,12100000,1:53,6400000,2015,"Drama,Fantasy,Romance"
441,A Perfect Pairing,11000000,1:43,6400000,2022,"Comedy,Romance"
463,Transformers: Age of Extinction,17600000,2:47,6300000,2014,"Action,Adventure,Comedy"
454,Harry Potter and the Chamber of Secrets,16900000,2:41,6300000,2002,"Adventure,Family,Fantasy"
17,Gran Turismo,14000000,2:14,6300000,2023,"Action,Adventure,Drama"
460,Spirited Away,13200000,2:05,6300000,2001,"Adventure,Animation,Family"
456,Law Abiding Citizen,11400000,1:49,6300000,2009,"Action,Crime,Drama"
452,Fear Street: Part One - 1994,11200000,1:47,6300000,2021,"Drama,Horror,Mystery"
455,Infinite,11200000,1:46,6300000,2021,"Action,Sci-Fi,Thriller"
459,Secret Magic Control Agency,11000000,1:45,6300000,2021,"Adventure,Animation,Comedy"
462,The Pope's Exorcist,11000000,1:44,6300000,2023,"Horror,Thriller"
464,Uncle Drew,10900000,1:43,6300000,2018,"Comedy,Drama,Sport"
461,The Expendables 4,10800000,1:43,6300000,2023,"Action,Adventure,Thriller"
16,Fé para o Impossível,10500000,1:40,6300000,2025,"Biography,Drama"
18,Pokémon: Mewtwo Strikes Back - Evolution,10300000,1:38,6300000,2019,"Action,Animation,Family"
458,Richie Rich,9800000,1:34,6300000,1994,"Comedy,Family"
468,Spider-Man,12600000,2:01,6200000,2002,"Action,Adventure,Sci-Fi"
465,Grease,11400000,1:51,6200000,1978,"Comedy,Musical,Romance"
472,You Gotta Believe,10800000,1:44,6200000,2024,"Drama,Family,Sport"
466,Grown Ups,10700000,1:43,6200000,2010,Comedy
469,The Black Phone,10700000,1:43,6200000,2021,"Horror,Mystery,Thriller"
470,The Mule,10600000,1:42,6200000,2018,"Crime,Drama,Thriller"
471,The Willoughbys,9600000,1:33,6200000,2020,"Adventure,Animation,Comedy"
467,Octonauts: The Ring of Fire,7600000,1:13,6200000,2021,Animation
475,Cast Away,14600000,2:24,6100000,2000,"Adventure,Drama,Romance"
481,Luther: The Fallen Sun,13400000,2:11,6100000,2023,"Action,Crime,Drama"
483,Sicario: Day of the Soldado,12400000,2:02,6100000,2018,"Action,Crime,Drama"
476,Constantine,12300000,2:01,6100000,2005,"Action,Fantasy,Horror"
484,The Heartbreak Kid,11800000,1:56,6100000,2007,"Comedy,Romance"
474,365 Days: This Day,11300000,1:52,6100000,2022,"Drama,Romance"
477,Family Switch,10800000,1:46,6100000,2023,"Comedy,Family,Fantasy"
480,Little Siberia,10800000,1:47,6100000,2025,"Comedy,Drama,Thriller"
478,Focus,10600000,1:45,6100000,2015,"Comedy,Crime,Drama"
473,13 Going on 30,9900000,1:38,6100000,2004,"Comedy,Fantasy,Romance"
479,He's All That,9300000,1:32,6100000,2021,"Comedy,Romance"
482,Robinson Crusoe,9200000,1:31,6100000,1997,"Adventure,Drama"
488,Django Unchained,16600000,2:46,6000000,2012,"Drama,Western"
491,Into the Fire: The Lost Daughter,15200000,2:32,6000000,2024,"Crime,Documentary"
487,Den of Thieves,13900000,2:20,6000000,2018,"Action,Crime,Drama"
489,Fast Five,13000000,2:10,6000000,2011,"Action,Crime,Thriller"
494,Terminator: Dark Fate,12800000,2:09,6000000,2019,"Action,Adventure,Sci-Fi"
493,SAS: Rise of the Black Swan,12600000,2:05,6000000,2021,Action
486,Bird Box,12300000,2:04,6000000,2018,"Horror,Mystery,Sci-Fi"
485,A Fall from Grace,12100000,2:01,6000000,2020,"Crime,Drama,Mystery"
490,How It Ends,11300000,1:53,6000000,2018,"Action,Drama,Horror"
495,The Angry Birds Movie,9800000,1:38,6000000,2016,"Action,Adventure,Animation"
496,Watcher,9600000,1:36,6000000,2022,"Drama,Horror,Mystery"
492,Monster House,9100000,1:31,6000000,2006,"Animation,Comedy,Family"
505,Primal Fear,12800000,2:11,5900000,1996,"Crime,Drama,Mystery"
502,Godzilla Minus One,12400000,2:06,5900000,2023,"Action,Adventure,Drama"
497,Burlesque,11700000,1:59,5900000,2010,"Drama,Music,Musical"
498,Burlesque,11700000,1:59,5900000,2010,Drama
506,The Do-Over,10800000,1:49,5900000,2016,"Action,Adventure,Comedy"
500,Code 8: Part II,9900000,1:40,5900000,2024,"Action,Crime,Drama"
503,Legion,9900000,1:40,5900000,2010,"Action,Fantasy,Horror"
504,Mean Girls,9600000,1:37,5900000,2004,Comedy
499,Camp Crasher,9400000,1:36,5900000,2024,Comedy
501,Due Date,9400000,1:35,5900000,2010,"Comedy,Drama"
508,The Last Stop in Yuma County,9000000,1:31,5900000,2023,"Crime,Drama,Thriller"
507,The Guilty,8900000,1:31,5900000,2021,"Crime,Drama,Thriller"
513,Harry Potter and the Prisoner of Azkaban,13800000,2:22,5800000,2004,"Adventure,Family,Fantasy"
511,Enola Holmes,12000000,2:04,5800000,2020,"Adventure,Crime,Drama"
516,Rebel Moon - Part Two: The Scargiver,11900000,2:04,5800000,2024,"Action,Adventure,Drama"
515,Howl's Moving Castle,11600000,2:00,5800000,2004,"Adventure,Animation,Family"
520,The Other Boleyn Girl,11100000,1:55,5800000,2008,"Biography,Drama,History"
518,The Fast and the Furious,10300000,1:46,5800000,2001,"Action,Crime,Thriller"
514,How the Grinch Stole Christmas,10100000,1:44,5800000,2000,"Comedy,Family,Fantasy"
517,Sosyal Climbers,10100000,1:44,5800000,2025,"Comedy,Romance"
509,Cheers to Life,10000000,1:43,5800000,2024,"Comedy,Drama"
519,The Hating Game,9900000,1:43,5800000,2021,"Comedy,Romance"
512,Fractured,9600000,1:40,5800000,2019,"Drama,Mystery,Thriller"
510,Cold Blood,8500000,1:28,5800000,2019,"Action,Thriller"
530,Thandel,14100000,2:28,5700000,2025,"Action,Adventure,Romance"
524,Champions,11700000,2:04,5700000,2023,"Comedy,Drama,Sport"
525,Deep Impact,11600000,2:02,5700000,1998,"Action,Drama,Sci-Fi"
531,The Internship,11400000,1:59,5700000,2013,Comedy
523,Baby Driver,10800000,1:53,5700000,2017,"Action,Crime,Drama"
528,Jack the Giant Slayer,10800000,1:54,5700000,2013,"Action,Adventure,Fantasy"
522,American Assassin,10600000,1:52,5700000,2017,"Action,Thriller"
526,Don't Let Go,9900000,1:44,5700000,2019,"Drama,Horror,Mystery"
529,Knock at the Cabin,9500000,1:40,5700000,2023,"Horror,Mystery,Thriller"
527,Home Team,9400000,1:39,5700000,2022,"Comedy,Drama,Sport"
532,Wrath of the Titans,9400000,1:39,5700000,2012,"Action,Adventure,Fantasy"
521,Alvin and the Chipmunks: The Squeakquel,8500000,1:29,5700000,2009,"Adventure,Animation,Comedy"
533,Azaad,12700000,2:16,5600000,2025,"Adventure,Drama"
535,Jack,12400000,2:13,5600000,2025,"Action,Comedy,Crime"
537,Sisters,11000000,1:58,5600000,2015,"Biography,Documentary,Music"
538,Sisters,11000000,1:58,5600000,2015,Comedy
534,Forgetting Sarah Marshall,10300000,1:51,5600000,2008,"Comedy,Drama,Romance"
541,Your Place or Mine,10300000,1:51,5600000,2023,"Comedy,Romance"
536,Ride Along 2,9600000,1:42,5600000,2016,"Action,Comedy,Crime"
539,The Platform 2,9400000,1:41,5600000,2024,"Horror,Sci-Fi,Thriller"
540,The Quilters,3200000,0:34,5600000,2024,"Documentary,Short"
554,Scent of a Woman,14400000,2:36,5500000,1992,Drama
544,Emergency,13400000,2:25,5500000,2025,"Biography,Drama,History"
546,In Youth We Trust,12100000,2:12,5500000,2024,"Crime,Drama"
545,Enola Holmes 2,11900000,2:11,5500000,2022,"Action,Adventure,Crime"
543,Bumblebee,10600000,1:55,5500000,2018,"Action,Adventure,Sci-Fi"
555,Sweet Girl,10100000,1:50,5500000,2021,"Action,Drama,Thriller"
548,Kate,9800000,1:46,5500000,2021,"Action,Adventure,Crime"
549,Maid in Manhattan,9700000,1:45,5500000,2002,"Comedy,Drama,Romance"
556,The Backup Plan,9600000,1:44,5500000,2014,"Drama,Romance,Short"
542,Barbarian,9500000,1:44,5500000,2022,"Horror,Mystery,Thriller"
557,The Monkey King,8900000,1:37,5500000,2023,"Action,Adventure,Animation"
547,Intrusion,8600000,1:34,5500000,2021,"Action,Drama,Mystery"
550,Monster High 2,8600000,1:34,5500000,2023,"Action,Adventure,Fantasy"
551,Mr. Peabody & Sherman,8500000,1:33,5500000,2014,"Adventure,Animation,Comedy"
552,My Little Pony: A New Generation,8300000,1:31,5500000,2021,"Adventure,Animation,Comedy"
553,Proud Mary,8100000,1:29,5500000,2018,"Action,Crime,Drama"
562,Madame Web,10500000,1:56,5400000,2024,"Action,Thriller"
561,Knights of the Zodiac,10000000,1:52,5400000,2023,"Action,Adventure,Drama"
558,2 Fast 2 Furious,9700000,1:48,5400000,2003,"Action,Crime,Thriller"
563,The Predator,9700000,1:48,5400000,2018,"Action,Adventure,Sci-Fi"
560,It's What's Inside,9500000,1:45,5400000,2024,"Comedy,Mystery,Sci-Fi"
559,Close,8600000,1:35,5400000,2019,"Action,Drama,Thriller"
570,John Wick: Chapter 4,14900000,2:49,5300000,2023,"Action,Crime,Thriller"
571,Jurassic World: Dominion,12900000,2:27,5300000,2022,"Action,Adventure,Sci-Fi"
576,The Hunger Games: Catching Fire,12900000,2:26,5300000,2013,"Action,Adventure,Sci-Fi"
573,Mortal Engines,11200000,2:08,5300000,2018,"Action,Adventure,Fantasy"
578,The Town,11100000,2:05,5300000,2010,"Crime,Drama,Thriller"
565,Freedom Writers,11000000,2:04,5300000,2007,"Biography,Crime,Drama"
574,Rob Peace,10500000,2:00,5300000,2024,"Biography,Drama"
566,Frozen Hot Boys,10400000,1:58,5300000,2025,"Comedy,Drama,Sport"
567,Ghostbusters: Frozen Empire,10200000,1:55,5300000,2024,"Adventure,Comedy,Fantasy"
577,The Kissing Booth 3,10100000,1:54,5300000,2021,"Comedy,Romance"
575,Senior Year,10000000,1:54,5300000,2022,"Comedy,Drama"
568,Grenfell: Uncovered,8900000,1:41,5300000,2025,Documentary
572,London Has Fallen,8700000,1:39,5300000,2016,"Action,Thriller"
569,Heart Eyes,8600000,1:37,5300000,2025,"Comedy,Horror,Mystery"
564,Daddy Day Care,8200000,1:33,5300000,2003,"Comedy,Family"
579,What Jennifer Did,7700000,1:27,5300000,2024,"Crime,Documentary"
590,Transformers: Revenge of the Fallen,13200000,2:31,5200000,2009,"Action,Adventure,Sci-Fi"
589,Transformers,12500000,2:24,5200000,2007,"Action,Adventure,Sci-Fi"
583,Mr. & Mrs. Smith,10400000,2:00,5200000,2005,"Action,Comedy,Crime"
580,Annie,10300000,1:59,5200000,2014,"Comedy,Drama,Family"
581,Heart of Champions,10300000,1:59,5200000,2021,"Drama,Sport"
587,The Founder,9900000,1:55,5200000,2016,"Biography,Drama"
588,The Next 365 Days,9900000,1:54,5200000,2022,"Drama,Romance"
584,Rampage,9300000,1:47,5200000,2018,"Action,Adventure,Sci-Fi"
586,Spectral,9300000,1:48,5200000,2016,"Action,Adventure,Sci-Fi"
582,Loving Adults,9200000,1:46,5200000,2022,"Crime,Drama,Thriller"
585,Scooby-Doo 2: Monsters Unleashed,8000000,1:33,5200000,2004,"Adventure,Comedy,Family"
596,Kadhalikka Neramillai,11800000,2:20,5100000,2025,Drama
602,The Holiday,11600000,2:16,5100000,2006,"Comedy,Romance"
605,This Is 40,11400000,2:14,5100000,2012,"Comedy,Drama,Romance"
598,Latin Blood: The Ballad of Ney Matogrosso,11100000,2:10,5100000,2025,"Biography,Drama,Music"
601,Spider-Man: Far from Home,11000000,2:10,5100000,2019,"Action,Adventure,Comedy"
600,Mad Max: Fury Road,10300000,2:01,5100000,2015,"Action,Adventure,Sci-Fi"
604,The Meg,9600000,1:53,5100000,2018,"Action,Horror,Sci-Fi"
597,Last Holiday,9500000,1:52,5100000,2006,"Comedy,Drama,Romance"
593,Ghost in the Shell,9200000,1:48,5100000,2017,"Action,Crime,Drama"
599,Love Again,8800000,1:44,5100000,2023,"Comedy,Drama,Romance"
595,How to Train Your Dragon 2,8700000,1:42,5100000,2014,"Action,Adventure,Animation"
594,Gifted,8600000,1:42,5100000,2017,Drama
591,A Dog's Purpose,8500000,1:40,5100000,2017,"Adventure,Comedy,Drama"
592,Dracula Untold,7800000,1:32,5100000,2014,"Action,Drama,Fantasy"
603,The Little Rascals,7000000,1:22,5100000,1994,"Comedy,Family,Romance"
609,Harry Potter and the Goblet of Fire,13200000,2:37,5000000,2005,"Adventure,Family,Fantasy"
610,Harry Potter and the Half-Blood Prince,12800000,2:33,5000000,2009,"Action,Adventure,Family"
611,Harry Potter and the Order of the Phoenix,11400000,2:18,5000000,2007,"Action,Adventure,Family"
615,It,11200000,2:15,5000000,2017,Horror
608,Fast & Furious 6,10900000,2:10,5000000,2013,"Action,Thriller"
620,The Good Nurse,10200000,2:03,5000000,2022,"Biography,Crime,Drama"
612,Hillbilly Elegy,9800000,1:57,5000000,2020,"Biography,Drama"
614,I Still Believe,9800000,1:57,5000000,2020,"Biography,Drama,Music"
616,Pitch Perfect 2,9600000,1:55,5000000,2015,"Comedy,Music"
622,The Mountain Between Us,9300000,1:52,5000000,2017,"Drama,Thriller"
607,Divine Influencer,8800000,1:46,5000000,2023,Romance
613,Honeymoonish,8300000,1:40,5000000,2024,"Comedy,Romance"
617,Secret Obsession,8200000,1:38,5000000,2019,"Crime,Drama,Mystery"
606,A Quiet Place Part II,8100000,1:38,5000000,2020,"Drama,Horror,Sci-Fi"
618,Tarot,7600000,1:32,5000000,2024,Horror
621,The Loud House Movie,7300000,1:28,5000000,2021,"Adventure,Animation,Comedy"
619,Texas Chainsaw Massacre,6900000,1:23,5000000,2022,"Crime,Horror,Thriller"
623,All Quiet on the Western Front,12100000,2:29,4900000,2022,"Drama,History,War"
627,Fast & Furious Presents: Hobbs & Shaw,11100000,2:16,4900000,2019,"Action,Adventure,Thriller"
630,Notting Hill,10200000,2:04,4900000,1999,"Comedy,Drama,Romance"
626,Coming to America,9500000,1:57,4900000,1988,"Comedy,Romance"
628,Fear Street: Part Two - 1978,9000000,1:51,4900000,2021,"Drama,Horror,Mystery"
629,High Plains Drifter,8600000,1:45,4900000,1973,"Drama,Mystery,Western"
634,The Fast and the Furious: Tokyo Drift,8500000,1:44,4900000,2006,"Action,Crime,Thriller"
636,The Intruder,8400000,1:42,4900000,2019,"Horror,Thriller"
633,Spoiled Brats,7900000,1:36,4900000,2021,Comedy
631,Renfield,7600000,1:34,4900000,2023,"Action,Comedy,Fantasy"
19,Run,7400000,1:30,4900000,2020,"Drama,Horror,Mystery"
635,The Hunt,7400000,1:30,4900000,2020,"Action,Horror,Thriller"
624,Bigfoot Family,7200000,1:28,4900000,2020,"Adventure,Animation,Family"
625,Britain and the Blitz,6400000,1:18,4900000,2025,"Documentary,History"
639,"I, the Executioner",9500000,1:58,4800000,2024,"Action,Adventure,Comedy"
638,Gemini Man,9400000,1:57,4800000,2019,"Action,Sci-Fi,Thriller"
645,Violent Night,9000000,1:52,4800000,2022,"Action,Comedy,Thriller"
643,Sydney White,8600000,1:47,4800000,2007,"Comedy,Drama,Romance"
644,The Stepfather,8100000,1:42,4800000,2009,"Mystery,Thriller"
637,Falling Inn Love,7900000,1:38,4800000,2019,"Comedy,Romance"
642,Pets United,7500000,1:33,4800000,2019,"Adventure,Animation,Comedy"
640,Jailbreak: Love on the Run,7100000,1:29,4800000,2024,"Crime,Documentary"
641,My Neighbor Totoro,7000000,1:27,4800000,1988,"Adventure,Animation,Comedy"
649,Forgotten Love,10900000,2:20,4700000,2023,"Drama,Romance"
655,Redeeming Love,10600000,2:14,4700000,2022,"Drama,Romance,Western"
654,Patriots Day,10500000,2:13,4700000,2016,"Action,Crime,Drama"
648,Do Patti,10100000,2:08,4700000,2024,"Crime,Drama,Mystery"
662,Warcraft,9600000,2:03,4700000,2016,"Action,Adventure,Fantasy"
657,The Ridiculous 6,9400000,2:00,4700000,2015,"Action,Adventure,Comedy"
663,Wedding Crashers,9400000,1:59,4700000,2005,"Comedy,Romance"
653,Mr. Malcolm's List,9200000,1:58,4700000,2022,"Comedy,Drama,Romance"
647,"Definitely, Maybe",8700000,1:52,4700000,2008,"Comedy,Drama,Romance"
652,Love and Monsters,8700000,1:50,4700000,2020,"Action,Adventure,Comedy"
660,Through My Window: Looking at You,8300000,1:45,4700000,2024,"Comedy,Drama,Romance"
658,The Wedding Ringer,8000000,1:42,4700000,2015,"Comedy,Romance"
650,How to Train Your Dragon,7900000,1:40,4700000,2010,"Action,Adventure,Animation"
659,The Wrong Track,7400000,1:34,4700000,2025,Comedy
646,Alvin and the Chipmunks,7100000,1:31,4700000,2007,"Adventure,Animation,Comedy"
651,Jungle Beat: The Movie,7000000,1:30,4700000,2020,"Adventure,Animation,Comedy"
20,Shooting Guards,6800000,1:26,4700000,2025,"Biography,Crime,Documentary"
656,Scooby-Doo,6700000,1:26,4700000,2002,"Adventure,Comedy,Family"
674,The Dark Knight Rises,12500000,2:44,4600000,2012,"Action,Crime,Drama"
675,Transformers: Dark of the Moon,11800000,2:35,4600000,2011,"Action,Adventure,Comedy"
21,Shoutai,9300000,2:01,4600000,2024,"Action,Crime,Thriller"
669,Meet the Fockers,8900000,1:56,4600000,2004,"Comedy,Romance"
671,Persuasion,8500000,1:50,4600000,2022,"Drama,Romance"
673,Set It Up,8200000,1:46,4600000,2018,"Comedy,Romance"
670,Nimona,7900000,1:43,4600000,2023,"Action,Adventure,Animation"
666,Daddy's Home 2,7700000,1:41,4600000,2017,Comedy
672,Rescued by Ruby,7200000,1:34,4600000,2022,"Biography,Drama,Family"
668,Fallen,7000000,1:31,4600000,2016,"Drama,Fantasy,Romance"
665,Buy Now! The Shopping Conspiracy,6500000,1:25,4600000,2024,Documentary
690,Kingdom 4: Return of the Great General,11000000,2:26,4500000,2024,"Action,Drama,History"
677,Alita: Battle Angel,9200000,2:03,4500000,2019,"Action,Adventure,Sci-Fi"
678,And the Breadwinner Is...,9200000,2:03,4500000,2024,"Comedy,Drama,Family"
680,Bright,8900000,1:58,4500000,2017,"Action,Fantasy,Thriller"
703,You People,8900000,1:59,4500000,2023,"Comedy,Romance"
22,Un mundo maravilloso,8700000,1:57,4500000,2006,"Comedy,Drama,Thriller"
688,I Now Pronounce You Chuck & Larry,8700000,1:55,4500000,2007,"Comedy,Romance"
696,The General's Daughter,8700000,1:57,4500000,1999,"Crime,Drama,Mystery"
683,Couples Retreat,8600000,1:54,4500000,2009,Comedy
687,Hanna,8400000,1:51,4500000,2011,"Action,Adventure,Drama"
692,Look Both Ways,8400000,1:52,4500000,2022,"Comedy,Drama,Fantasy"
686,Draft Day,8200000,1:50,4500000,2014,"Drama,Sport"
694,Rango,8200000,1:50,4500000,2011,"Action,Adventure,Animation"
702,Vini Jr.,8100000,1:48,4500000,2025,"Biography,Documentary,Sport"
698,The Outfit,8000000,1:46,4500000,2022,"Crime,Drama,Mystery"
689,I Spit on Your Grave 2,7900000,1:46,4500000,2013,"Horror,Thriller"
695,Sleepy Hollow,7900000,1:46,4500000,1999,"Fantasy,Horror,Mystery"
693,Ponyo,7600000,1:42,4500000,2008,"Adventure,Animation,Comedy"
681,Burning Betrayal,7400000,1:39,4500000,2023,"Drama,Mystery,Romance"
697,The Out-Laws,7300000,1:37,4500000,2023,"Action,Comedy,Crime"
699,The Royal Treatment,7300000,1:38,4500000,2022,"Comedy,Family,Romance"
691,Locked In,7200000,1:37,4500000,2023,"Drama,Mystery,Thriller"
682,Cocaine Bear,7100000,1:35,4500000,2023,"Comedy,Crime,Thriller"
679,Blame the Game,6900000,1:32,4500000,2024,"Comedy,Romance,Thriller"
701,The Silence,6800000,1:31,4500000,2019,"Drama,Horror,Sci-Fi"
684,Crawl,6500000,1:27,4500000,2019,"Action,Horror,Thriller"
685,Cunk on Life,5300000,1:11,4500000,2024,Comedy
23,The Seat,3000000,0:40,4500000,2025,"Documentary,Short"
718,The King,10400000,2:21,4400000,2019,"Biography,Drama,History"
